time,date,element,action,n_elem,url,label
2023-05-22,19:49:37,/html/body/div/header/div/div/div/div[2]/div/div/div[2]/div/div/div/div/div[2]/div[2]/div[7]/a/div,Mouse_Click,1183,https://saucelabs.com/products/error-reporting,valid
2023-05-22,19:49:38,/html/body/div/header/div/div/div/div[2]/div/div/div[2]/div/div/div/div/div[2]/div[2],Mouse_Click,1186,https://saucelabs.com/products/test-orchestration,valid
2023-05-22,19:49:40,/html/body/div/header/div/div/div/div[2]/div/div/div[2]/div/div/div/div[2]/div,Mouse_Click,106,https://saucelabs.com/products/api-testing,fault
2023-05-22,19:49:42,/html/body/div/header,Mouse_Click,1232,https://saucelabs.com/products/visual-testing,valid
2023-05-22,19:49:43,/html/body/div/header,Mouse_Click,1237,https://saucelabs.com/products/api-testing,valid
2023-05-22,19:49:44,/html/body/div/header,Mouse_Click,1186,https://saucelabs.com/products/test-orchestration,valid
2023-05-22,19:49:46,/html/body/div/header,Mouse_Click,1183,https://saucelabs.com/products/error-reporting,valid
2023-05-22,19:49:48,/html/body/div/header,Mouse_Click,1215,https://saucelabs.com/products/low-code-testing,valid
2023-05-22,19:49:51,/html/body/div/header,Mouse_Click,1348,https://saucelabs.com/products/cross-browser-testing,valid
2023-05-22,19:49:52,/html/body/div/header,Mouse_Click,1251,https://saucelabs.com/error/404,valid
2023-05-22,19:49:56,/html/body/div/div/div/div/div/div/div/div[2]/div,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:49:58,/html/body/div/div/div/div/div/div/div/div[2]/div/nav,Mouse_Click,140,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:49:59,/html/body/div/div,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:00,/html/body/div/div,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:01,"id(""login-button"")",Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:02,/html/body/div/div,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:02,/html/body/div/div,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:02,/html/body/div/div/div[2]/div/div/div/form,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:03,/html/body/div/div/div[2]/div[2]/div/div/h4,Mouse_Click,42,https://www.saucedemo.com/,valid
2023-05-22,19:50:03,/html/body/div/div/div[2]/div[2]/div/div/h4,Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:03,/html/body/div/div/div[2]/div[2]/div/div/h4,Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:04,/html/body/div/div,Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:04,/html/body/div/div/div[2]/div[2]/div,Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:04,/html/body/div/div/div[2]/div[2]/div,Mouse_Click,6,https://www.saucedemo.com/inventory-item.html,fault
2023-05-22,19:50:05,/html/body/div/div/div[2]/div/div/div/form/div[3]/h3,Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:05,/html/body/div/div/div[2]/div/div/div/form/div[3]/h3,Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:05,"id(""login_credentials"")",Mouse_Click,51,https://www.saucedemo.com/,valid
2023-05-22,19:50:06,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:06,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/a/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:07,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:07,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,57,https://www.saucedemo.com/inventory-item.html,fault
2023-05-22,19:50:07,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,42,https://www.saucedemo.com/,fault
2023-05-22,19:50:07,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,150,https://www.saucedemo.com/,fault
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:08,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,150,https://www.saucedemo.com/inventory.html,fault
2023-05-22,19:50:09,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:10,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:11,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:11,/html/body/div/div/div/div[2]/div/div/div/div[3]/div[2]/div/div,Mouse_Click,141,https://www.saucedemo.com/inventory.html,valid
2023-05-22,19:50:15,None,Navigation,141,https://www.saucedemo.com/inventory.html,valid
